268699,1
-574675,1
10136,0
22087,1
857908,0
115603,1
-731609,1
-66127,1
597663,1
761701,1
329955,1
-282341,1
560812,0
-990115,1
877621,1
-421347,1
379519,1
585957,1
-698235,1
-360464,0
490607,1
-556248,0
183935,1
-852311,1
-91635,1
-422024,0
191020,0
282163,1
30844,0
183917,1
-171378,0
-534283,1
-64891,1
-652232,0
659519,1
-491382,0
-505735,1
842623,1
180779,1
276621,1
568037,1
-477741,1
-452329,1
-633907,1
735571,1
-575437,1
769528,0
783754,0
209719,1
891658,0
-715885,1
94017,1
425833,1
-945826,0
965450,0
308504,0
578150,0
-535327,1
-151391,1
-891664,0
474646,0
551490,0
-830006,0
849078,0
608222,0
545310,0
611786,0
-230562,0
-734384,0
968415,1
-219958,0
649470,0
673998,0
258345,1
389158,0
-513430,0
974400,0
-976319,1
-661318,0
-984215,1
773830,0
697966,0
961984,0
816734,0
809439,1
-409586,0
-199034,0
55158,0
-474358,0
-141451,1
-594981,1
734916,0
-74592,0
970635,1
22654,0
206073,1
786701,1
-634274,0
762666,0
214925,1
-840867,1
-779884,0
-175690,0
13922,0
-255097,1
-239515,1
-282778,0
-703358,0
366798,0
235246,0
-207235,1
842780,0
469428,0
-551213,1
-173224,0
-740556,0
430386,0
615233,1
929839,1
-917301,1
845967,1
144397,1
-965174,0
-971741,1
-287260,0
182575,1
-619361,1
-568814,0
-684380,0
303087,1
-131179,1
-862668,0
-895420,0
550431,1
736076,0
-984760,0
220603,1
-799413,1
-700055,1
121901,1
-724417,1
283074,0
-976337,1
389248,0
-642159,1
324803,1
-204552,0
708519,1
-807816,0
-600262,0
-179521,1
-678366,0
977234,0
16657,1
-600343,1
-379747,1
875763,1
307654,0
-273835,1
-817578,0
576672,0
-351574,0
-573899,1
-1546,0
-700482,0
-566616,0
-967791,1
-780848,0
123370,0
-430544,0
6733,1
249426,0
-49601,1
-685963,1
-417165,1
-441951,1
-128424,0
143238,0
-764219,1
-203150,0
-220045,1
-855618,0
406125,1
-832162,0
-936949,1
798508,0
124017,1
303131,1
261962,0
543709,1
695388,0
96477,1
-533046,0
963282,0
-858768,0
601422,0
730542,0
996414,0
-776111,1
652150,0
224484,0
-609847,1
726122,0
552979,1
649099,1
-384467,1
-61402,0
176913,1
986966,0
892717,1
977834,0
-986084,0
-857582,0
535794,0
650800,0
942850,0
836640,0
613286,0
-150873,1
950151,1
89321,1
-448060,0
45060,0
-222106,0
-878644,0
658835,1
894768,0
-530043,1
-770085,1
-18885,1
396855,1
-948815,1
475313,1
996846,0
476248,0
-398284,0
693551,1
-415494,0
-419061,1
194197,1
-180787,1
349787,1
645508,0
651202,0
783103,1
-673382,0
782360,0
515587,1
-206730,0
377832,0
-615131,1
-619938,0
-838390,0
35565,1
519192,0
607788,0
286697,1
-560306,0
-422544,0
-167383,1
836836,0
12929,1
-722412,0
-504408,0
870059,1
755730,0
-222437,1
-811700,0
-174962,0
-328256,0
-626381,1
197570,0
880447,1
-31593,1
-128416,0
631108,0
-677742,0
639235,1
469056,0
-885468,0
110704,0
-130041,1
-510705,1
573206,0
-677048,0
-411356,0
53228,0
-973206,0
-173636,0
-121148,0
869863,1
-412162,0
-776127,1
792638,0
-646537,1
378242,0
-382807,1
-785393,1
-624783,1
835784,0
-197743,1
-402283,1
-256165,1
75097,1
-731801,1
712110,0
-801280,0
128655,1
-125891,1
157298,0
55584,0
91838,0
-413952,0
756624,0
786083,1
886314,0
-958685,1
-140611,1
-758567,1
-978021,1
737187,1
1628,0
883010,0
-99393,1
-239546,0
-185397,1
-149320,0
-154175,1
918244,0
629058,0
-767985,1
444339,1
665633,1
229416,0
-73889,1
-408673,1
-47681,1
-142846,0
-816577,1
62677,1
954968,0
-84214,0
300281,1
-24309,1
-351527,1
-945311,1
522561,1
-952047,1
139383,1
870165,1
747604,0
-1987,1
-838807,1
-725283,1
432318,0
-717801,1
475484,0
-601050,0
-549203,1
52087,1
986101,1
-73372,0
11806,0
155127,1
925478,0
94931,1
-66570,0
-515231,1
-786096,0
-19234,0
-147721,1
-854713,1
-942869,1
-273720,0
728859,1
-9823,1
623453,1
-610891,1
738093,1
-309285,1
607251,1
-840405,1
-336110,0
-590893,1
-889068,0
534384,0
27357,1
-335202,0
-731858,0
990180,0
150179,1
-487279,1
-384877,1
-524803,1
189994,0
162996,0
744132,0
474814,0
-580323,1
134659,1
-410260,0
-724272,0
-150847,1
-524986,0
180661,1
-933822,0
-103620,0
-688484,0
806830,0
315434,0
-772851,1
885655,1
438738,0
-50897,1
794628,0
-928460,0
-711719,1
799564,0
65908,0
744410,0
-815308,0
-92486,0
285679,1
-5787,1
-894227,1
996101,1
80370,0
-335274,0
-626075,1
595145,1
256085,1
294983,1
234363,1
-586215,1
805566,0
214367,1
256675,1
-71935,1
131372,0
241274,0
-232078,0
810086,0
-790251,1
-68783,1
-278063,1
-608328,0
-347378,0
340658,0
-880847,1
-816788,0
-135181,1
603579,1
-543602,0
506118,0
529009,1
173658,0
-245897,1
994353,1
-648235,1
-523884,0
603629,1
704198,0
12236,0
196482,0
-373346,0
-872336,0
46823,1
-558443,1
-226734,0
-37295,1
648024,0
756168,0
426338,0
262211,1
-514350,0
382023,1
-152985,1
-148054,0
-696934,0
-816653,1
684265,1
-879789,1
176859,1
585844,0
478216,0
398441,1
-65445,1
453720,0
-728286,0
882942,0
480655,1
-812564,0
319195,1
-293775,1
-718914,0
-188241,1
97641,1
-334717,1
689234,0
-477154,0
